,SAMPLING_DATE,SITE,SITE_DISTANCE,FIELD.REP,SAMPLE_DESCRIPTOR,OM.AREA.g.m2,ASH.AREA.g.m2,PHICOCYANIN.MG.M2,TOTAL.MG.M2.RITCHIE,As,Car,Cd,Cu,Fer.1,Mo,P,Pb,Se,Znr,As.1,Car.1,Cd.1,Cu.1,Fer.1.1,Mo.1,P.1,Pb.1,Se.1,Znr.1,SS.As,SS.Ca,SS.Cd,SS.Cu,SS.Fe,SS.Mo,SS.P,SS.Pb,SS.Se,SS.Zn,CL.As,CL.Ca,CL.Cd,CL.Cu,CL.Fe,CL.Mo,CL.P,CL.Pb,CL.Se,CL.Zn,TD.As,TD.Ca,TD.Cd,TD.Cu,TD.Fe,TD.Mo,TD.P,TD.Pb,TD.Se,TD.Zn
318,6/22/2021,GC,89.22,1,FILA,4.946957858,7.885988876,,4.097101234,,,,,,,,,,,,,,,,,,,,,1.066052287,0,0.018169191,0,133.2097797,0,6.19706857,0.727822082,0,0,0.881677905,7021.12427,0.00477784,15.83257504,22.78729661,0.474766704,1.40060906,0.134805956,0.049016804,6.510218728,7.991082317,47860.89366,0.021627081,4.649268471,0.641500704,6.277172244,45.17464808,0.167812833,0.096693384,1.716684255
24,6/22/2021,GR,64.82,5,EPIL,23.21411784,95.42867278,48.55030185,84.8720154,,,,,,,,,,,,,,,,,,,,,0.8083074,240.27629,0.022473722,4.588729853,76.41771312,0,7.07962175,0.960495646,0,1.999340187,0.96303719,2779.79453,0.00567227,1.040373521,53.84963184,0.84848591,4.54903094,0.142202761,0.013685798,0.819875083,11.07861273,56078.16017,0.032270945,8.278153016,0.893056537,11.2267707,38.31534624,0.162391533,0.128457399,2.753237896
23,6/22/2021,GR,64.82,4,EPIL,2.185202027,5.720809801,4.998956547,6.266264217,0.172268908,301.8907563,0.014653361,1.410714286,40.53571429,0.003235294,5.671218487,0.20987395,0.006840905,45.53571429,0.376442366,659.6922926,0.032020555,3.082695717,88.57872502,0.007069771,12.39275813,0.45861698,0.014948759,99.50473516,0.8083074,240.27629,0.022473722,4.588729853,76.41771312,0,7.07962175,0.960495646,0,1.999340187,0.96303719,2779.79453,0.00567227,1.040373521,53.84963184,0.84848591,4.54903094,0.142202761,0.013685798,0.819875083,11.07861273,56078.16017,0.032270945,8.278153016,0.893056537,11.2267707,38.31534624,0.162391533,0.128457399,2.753237896
22,6/22/2021,GR,64.82,3,EPIL,3.283064361,9.454009411,6.958272521,6.956424582,0.071585903,62.67621145,0.004243392,0.615748899,20.99118943,0.000954939,2.783039648,0.096277533,0.007172403,47.9185022,0.235021127,205.7700361,0.013931329,2.021543265,68.9154259,0.003135126,9.136898282,0.316085337,0.023547459,157.3195268,0.8083074,240.27629,0.022473722,4.588729853,76.41771312,0,7.07962175,0.960495646,0,1.999340187,0.96303719,2779.79453,0.00567227,1.040373521,53.84963184,0.84848591,4.54903094,0.142202761,0.013685798,0.819875083,11.07861273,56078.16017,0.032270945,8.278153016,0.893056537,11.2267707,38.31534624,0.162391533,0.128457399,2.753237896
21,6/22/2021,GR,64.82,2,EPIL,27.72833134,127.699278,60.44088752,44.43098613,0.008548882,13.00964489,0.000825515,0.096799649,2.843051293,0.000679088,0.526742657,0.01522797,0.001427563,0.414511179,0.237046235,360.7357442,0.022890157,2.684092749,78.83306828,0.01882998,14.60569492,0.422246203,0.039583934,11.49370332,0.8083074,240.27629,0.022473722,4.588729853,76.41771312,0,7.07962175,0.960495646,0,1.999340187,0.96303719,2779.79453,0.00567227,1.040373521,53.84963184,0.84848591,4.54903094,0.142202761,0.013685798,0.819875083,11.07861273,56078.16017,0.032270945,8.278153016,0.893056537,11.2267707,38.31534624,0.162391533,0.128457399,2.753237896
20,6/22/2021,GR,64.82,1,EPIL,14.34762262,58.14812071,31.88202742,32.67379079,0.048157248,153.0958231,0.004535627,0.392628993,10.97542998,0.001724324,1.720884521,0.054987715,0.001600133,0.913022113,0.690942023,2196.561094,0.065075458,5.633292616,157.4713274,0.024739955,24.69060168,0.788942983,0.022958105,13.09969672,0.8083074,240.27629,0.022473722,4.588729853,76.41771312,0,7.07962175,0.960495646,0,1.999340187,0.96303719,2779.79453,0.00567227,1.040373521,53.84963184,0.84848591,4.54903094,0.142202761,0.013685798,0.819875083,11.07861273,56078.16017,0.032270945,8.278153016,0.893056537,11.2267707,38.31534624,0.162391533,0.128457399,2.753237896
14,6/22/2021,WS,0,5,EPIL,9.952081141,92.94532923,11.51153671,27.19645866,,,,,,,,,,,,,,,,,,,,,0.89977448,1865.38661,0.01622358,1.148303275,92.25632974,2.02407246,25.91607073,0.299596202,0.023409307,0,1.07738867,16628.9662,0.003219654,1.285569499,22.14078306,0.04431019,17.32097401,0.062755075,0.021303903,1.21137552,10.92966822,31520.2563,0.014483843,3.289832296,1.675795996,17.57099456,52.27573716,0.163006529,0.105693162,1.363533802
13,6/22/2021,WS,0,4,EPIL,8.698717539,58.68126791,12.49739137,23.94146204,0.106111111,80.88888889,0.004267778,0.833333333,28.00555556,0.006988889,2.403888889,0.110944444,0.003618079,1.023888889,0.923030583,703.6295965,0.037124193,7.248931283,243.6124173,0.06079437,20.91075044,0.965074385,0.031472644,8.906520236,0.89977448,1865.38661,0.01622358,1.148303275,92.25632974,2.02407246,25.91607073,0.299596202,0.023409307,0,1.07738867,16628.9662,0.003219654,1.285569499,22.14078306,0.04431019,17.32097401,0.062755075,0.021303903,1.21137552,10.92966822,31520.2563,0.014483843,3.289832296,1.675795996,17.57099456,52.27573716,0.163006529,0.105693162,1.363533802
2,6/22/2021,WS,0,3,EPIL,8.388884185,32.53250209,23.02237192,26.23687612,0.119130435,84.73913043,0.004221739,0.810782609,25.92173913,0.00367913,2.466086957,0.098086957,0.00566308,37.57391304,0.99937142,710.8667512,0.035415681,6.801561404,217.4544674,0.030863799,20.68771787,0.822840118,0.047506919,315.2032049,0.89977448,1865.38661,0.01622358,1.148303275,92.25632974,2.02407246,25.91607073,0.299596202,0.023409307,0,1.07738867,16628.9662,0.003219654,1.285569499,22.14078306,0.04431019,17.32097401,0.062755075,0.021303903,1.21137552,10.92966822,31520.2563,0.014483843,3.289832296,1.675795996,17.57099456,52.27573716,0.163006529,0.105693162,1.363533802
12,6/22/2021,WS,0,2,EPIL,7.562272183,32.40973793,10.0601136,12.3674221,0.05410628,65.99033816,0.002421256,0.225507246,8.444444444,0.004084541,1.396135266,0.027748792,0.003146155,22.93719807,0.409166418,499.0368986,0.018310197,1.705347176,63.85918732,0.030888411,10.55795488,0.20984392,0.023792083,173.4573349,0.89977448,1865.38661,0.01622358,1.148303275,92.25632974,2.02407246,25.91607073,0.299596202,0.023409307,0,1.07738867,16628.9662,0.003219654,1.285569499,22.14078306,0.04431019,17.32097401,0.062755075,0.021303903,1.21137552,10.92966822,31520.2563,0.014483843,3.289832296,1.675795996,17.57099456,52.27573716,0.163006529,0.105693162,1.363533802
1,6/22/2021,WS,0,1,EPIL,14.59139716,51.81816684,27.18115394,28.84298126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,7/7/2021,BG,144.32,5,EPIL,6.629264576,6.792950121,26.38610987,19.99966052,0.036111111,60.33333333,0.003856944,0.422916667,16.33333333,0.001204284,1.269722222,0.073736111,0.009045197,38.98611111,0.23939011,399.9656294,0.025568705,2.803626477,108.2779881,0.007983518,8.417324549,0.488816189,0.059963001,258.4492453,0,0,0.00213602,0,86.15782326,0,0,0,0.0449806,0.538254793,0.68904764,4007.23361,0.007543351,4.970435756,13.54439479,1.74052514,22.24116052,0.480851152,0.02473745,1.794807484,11.22955237,68361.02235,0.029951625,3.169342167,0.468402153,4.983118962,18.96716008,0.260427849,0.171800112,1.601204624
433,7/7/2021,BG,144.32,5,EPIP,,,,,0.038773148,37.29166667,0.002798032,0.404456019,16.85763889,0.000501785,1.484953704,0.064293981,0.003768832,22.60416667,,,,,,,,,,,0,0,0.00213602,0,86.15782326,0,0,0,0.0449806,0.538254793,0.68904764,4007.23361,0.007543351,4.970435756,13.54439479,1.74052514,22.24116052,0.480851152,0.02473745,1.794807484,11.22955237,68361.02235,0.029951625,3.169342167,0.468402153,4.983118962,18.96716008,0.260427849,0.171800112,1.601204624
339,7/7/2021,BG,144.32,5,FILA,31.4272434,94.43512186,,64.16332069,0.016045232,21.13386308,0.001445141,0.172218826,6.73594132,0.000568001,1.260085575,0.025504279,0.000995193,0.31341687,0.50425742,664.179059,0.045416785,5.412362976,211.6920674,0.017850713,39.60101606,0.801529175,0.031276166,9.849828272,0,0,0.00213602,0,86.15782326,0,0,0,0.0449806,0.538254793,0.68904764,4007.23361,0.007543351,4.970435756,13.54439479,1.74052514,22.24116052,0.480851152,0.02473745,1.794807484,11.22955237,68361.02235,0.029951625,3.169342167,0.468402153,4.983118962,18.96716008,0.260427849,0.171800112,1.601204624
58,7/7/2021,BG,144.32,4,EPIL,27.57809139,162.4403658,29.28685156,58.20299734,0.174927114,173.6151603,0.015495627,1.934402332,70.97667638,0.001263972,4.306122449,0.306122449,0.009493501,50.11661808,4.824155928,4787.974759,0.427339813,53.34712431,1957.401268,0.034857927,118.7546384,8.442272874,0.261812631,1382.120673,0,0,0.00213602,0,86.15782326,0,0,0,0.0449806,0.538254793,0.68904764,4007.23361,0.007543351,4.970435756,13.54439479,1.74052514,22.24116052,0.480851152,0.02473745,1.794807484,11.22955237,68361.02235,0.029951625,3.169342167,0.468402153,4.983118962,18.96716008,0.260427849,0.171800112,1.601204624
247,7/7/2021,BG,144.32,4,EPIP,2.857481944,23.39183357,2.897000311,4.192428199,0.037112011,26.28205128,0.002971323,0.437584345,17.46288799,0.000292539,1.304318489,0.073144399,0.002197214,11.23144399,0.106046901,75.10048699,0.0084905,1.250389366,49.89988712,0.000835924,3.72706653,0.209008801,0.006278499,32.09364842,0,0,0.00213602,0,86.15782326,0,0,0,0.0449806,0.538254793,0.68904764,4007.23361,0.007543351,4.970435756,13.54439479,1.74052514,22.24116052,0.480851152,0.02473745,1.794807484,11.22955237,68361.02235,0.029951625,3.169342167,0.468402153,4.983118962,18.96716008,0.260427849,0.171800112,1.601204624
338,7/7/2021,BG,144.32,4,FILA,104.7507532,415.061862,,175.9297445,0.035374012,16.30853436,0.001820393,0.288060004,9.155686195,0.000710825,1.439286438,0.033985404,0.000660099,0.424082708,3.705454375,1708.331258,0.190687566,30.17450239,959.065025,0.07445946,150.7663385,3.559996711,0.069145918,44.42298311,0,0,0.00213602,0,86.15782326,0,0,0,0.0449806,0.538254793,0.68904764,4007.23361,0.007543351,4.970435756,13.54439479,1.74052514,22.24116052,0.480851152,0.02473745,1.794807484,11.22955237,68361.02235,0.029951625,3.169342167,0.468402153,4.983118962,18.96716008,0.260427849,0.171800112,1.601204624
35,7/7/2021,BG,144.32,3,EPIL_F,33.19542854,216.0438742,25.680859,50.83018351,0.084355828,91.48773006,0.008253067,0.985276074,37.33128834,0.001329884,2.40797546,0.159969325,0.009988561,48.29754601,2.800227868,3036.974406,0.273964112,32.70666149,1239.228115,0.04414608,79.93377731,5.310250302,0.331574549,1603.257737,0,0,0.00213602,0,86.15782326,0,0,0,0.0449806,0.538254793,0.68904764,4007.23361,0.007543351,4.970435756,13.54439479,1.74052514,22.24116052,0.480851152,0.02473745,1.794807484,11.22955237,68361.02235,0.029951625,3.169342167,0.468402153,4.983118962,18.96716008,0.260427849,0.171800112,1.601204624
238,7/7/2021,BG,144.32,3,EPIP,,,6.69432958,8.958626415,0.0472103,30.40772532,0.003793276,0.550786838,20.22174535,0.000620232,1.293991416,0.089842632,0.00465847,22.93276109,,,,,,,,,,,0,0,0.00213602,0,86.15782326,0,0,0,0.0449806,0.538254793,0.68904764,4007.23361,0.007543351,4.970435756,13.54439479,1.74052514,22.24116052,0.480851152,0.02473745,1.794807484,11.22955237,68361.02235,0.029951625,3.169342167,0.468402153,4.983118962,18.96716008,0.260427849,0.171800112,1.601204624
330,7/7/2021,BG,144.32,3,FILA,160.63406,540.1592459,,462.7513975,,,,,,,,,,,,,,,,,,,,,0,0,0.00213602,0,86.15782326,0,0,0,0.0449806,0.538254793,0.68904764,4007.23361,0.007543351,4.970435756,13.54439479,1.74052514,22.24116052,0.480851152,0.02473745,1.794807484,11.22955237,68361.02235,0.029951625,3.169342167,0.468402153,4.983118962,18.96716008,0.260427849,0.171800112,1.601204624
57,7/7/2021,BG,144.32,2,EPIL,13.52510275,97.14503264,15.26484626,19.91928589,0.004243281,0.328367213,0.00027988,0.002281364,0.156638724,0.000613214,0.082215044,0.001061179,0.004605758,0.014268567,0.057390818,4.4412003,0.003785409,0.03085568,2.118554836,0.008293782,1.111966912,0.01435255,0.062293347,0.192983839,0,0,0.00213602,0,86.15782326,0,0,0,0.0449806,0.538254793,0.68904764,4007.23361,0.007543351,4.970435756,13.54439479,1.74052514,22.24116052,0.480851152,0.02473745,1.794807484,11.22955237,68361.02235,0.029951625,3.169342167,0.468402153,4.983118962,18.96716008,0.260427849,0.171800112,1.601204624
246,7/7/2021,BG,144.32,2,EPIP,6.705261436,71.46510898,4.587696615,5.205833469,0.034433694,24.07797382,0.002931133,0.430278884,16.24928856,0.000584234,1.108992601,0.066789983,0.001853313,7.914058054,0.230886919,161.4491093,0.01965401,2.885132411,108.9557279,0.003917445,7.43608532,0.447844297,0.012426947,53.06582827,0,0,0.00213602,0,86.15782326,0,0,0,0.0449806,0.538254793,0.68904764,4007.23361,0.007543351,4.970435756,13.54439479,1.74052514,22.24116052,0.480851152,0.02473745,1.794807484,11.22955237,68361.02235,0.029951625,3.169342167,0.468402153,4.983118962,18.96716008,0.260427849,0.171800112,1.601204624
337,7/7/2021,BG,144.32,2,FILA,102.3581151,466.3128983,,166.5926269,0.024153671,16.44161278,0.001985546,0.360022822,11.62038798,8.25E-05,1.074553062,0.044807912,0.000619298,0.534423735,2.472324195,1682.932493,0.203236729,36.85125749,1189.44101,0.00843982,109.989226,4.586453389,0.063390212,54.70260621,0,0,0.00213602,0,86.15782326,0,0,0,0.0449806,0.538254793,0.68904764,4007.23361,0.007543351,4.970435756,13.54439479,1.74052514,22.24116052,0.480851152,0.02473745,1.794807484,11.22955237,68361.02235,0.029951625,3.169342167,0.468402153,4.983118962,18.96716008,0.260427849,0.171800112,1.601204624
56,7/7/2021,BG,144.32,1,EPIL,5.070159759,23.80397039,9.068997625,25.70304628,0.033437014,110.1088647,0.005793157,0.320762053,11.21306376,0.000674249,1.669517885,0.053514774,0.005064185,26.43079316,0.169531003,558.2695349,0.029372232,1.626314853,56.85202467,0.003418552,8.464722397,0.271328456,0.025676225,134.0083439,0,0,0.00213602,0,86.15782326,0,0,0,0.0449806,0.538254793,0.68904764,4007.23361,0.007543351,4.970435756,13.54439479,1.74052514,22.24116052,0.480851152,0.02473745,1.794807484,11.22955237,68361.02235,0.029951625,3.169342167,0.468402153,4.983118962,18.96716008,0.260427849,0.171800112,1.601204624
245,7/7/2021,BG,144.32,1,EPIP,0.434935877,2.862158674,0.621888153,0.971689962,,,,,,,,,,,,,,,,,,,,,0,0,0.00213602,0,86.15782326,0,0,0,0.0449806,0.538254793,0.68904764,4007.23361,0.007543351,4.970435756,13.54439479,1.74052514,22.24116052,0.480851152,0.02473745,1.794807484,11.22955237,68361.02235,0.029951625,3.169342167,0.468402153,4.983118962,18.96716008,0.260427849,0.171800112,1.601204624
336,7/7/2021,BG,144.32,1,FILA,6.173283415,25.56125164,,28.6828149,0.017910448,32.6652452,0.001516418,0.256076759,8.200426439,0.000184879,1.156716418,0.029275053,0.001388602,0.376119403,0.11056627,201.6518165,0.009361278,1.58083441,50.62355653,0.001141313,7.140738279,0.180723201,0.008572231,2.321891673,0,0,0.00213602,0,86.15782326,0,0,0,0.0449806,0.538254793,0.68904764,4007.23361,0.007543351,4.970435756,13.54439479,1.74052514,22.24116052,0.480851152,0.02473745,1.794807484,11.22955237,68361.02235,0.029951625,3.169342167,0.468402153,4.983118962,18.96716008,0.260427849,0.171800112,1.601204624
62,7/7/2021,BN,167.82,5,EPIL,9.354628901,67.07833637,9.109100584,7.948350485,0.041163557,61.52579583,0.004108123,0.469264544,17.53293085,0.000237949,1.1701427,0.07708562,0.001787196,8.723929748,0.385069796,575.5509878,0.038429966,4.38979567,164.0140616,0.002225921,10.94625072,0.721107371,0.016718554,81.60912535,0.18090317,0,0.009138552,0,20.05529266,0,0,0,0.097006067,0,0.60393482,881.71612,0,2.718613794,6.008754421,0.261237487,20.55846295,0.1430191,0.00474765,0.812736889,10.91464228,67033.42468,0.02710925,3.728882014,1.961686738,5.342600402,13.22222505,0.28040337,0.172538508,1.33580347
250,7/7/2021,BN,167.82,5,EPIP,2.934647987,22.64706434,2.472820913,2.639292036,0.036730821,27.17538628,0.002721605,0.416644077,15.99349417,0.000117523,1.132962863,0.068419626,0.000882697,4.017348875,0.107792031,79.75019265,0.007986952,1.222703702,46.93527548,0.000344889,3.324847184,0.200787517,0.002590406,11.78950479,0.18090317,0,0.009138552,0,20.05529266,0,0,0,0.097006067,0,0.60393482,881.71612,0,2.718613794,6.008754421,0.261237487,20.55846295,0.1430191,0.00474765,0.812736889,10.91464228,67033.42468,0.02710925,3.728882014,1.961686738,5.342600402,13.22222505,0.28040337,0.172538508,1.33580347
342,7/7/2021,BN,167.82,5,FILA,47.22753133,287.7368675,,53.09586084,0.021415578,19.579957,0.001931536,0.237307756,10.41012072,7.17E-05,1.046800066,0.038043658,0.000538494,0.548949893,1.01140488,924.7130328,0.091221691,11.20745948,491.6443025,0.003385998,49.43778292,1.796708051,0.025431723,25.92554825,0.18090317,0,0.009138552,0,20.05529266,0,0,0,0.097006067,0,0.60393482,881.71612,0,2.718613794,6.008754421,0.261237487,20.55846295,0.1430191,0.00474765,0.812736889,10.91464228,67033.42468,0.02710925,3.728882014,1.961686738,5.342600402,13.22222505,0.28040337,0.172538508,1.33580347
61,7/7/2021,BN,167.82,4,EPIL,2.726533508,32.96626878,14.00446756,30.42566317,0.0307721,45.05781425,0.002876725,0.356023872,13.96866841,8.09E-05,0.960462514,0.053198433,0.000607287,2.999813502,0.083901162,122.8516403,0.007843487,0.970711016,38.08604247,0.000220453,2.618733228,0.145047311,0.001655787,8.179092032,0.18090317,0,0.009138552,0,20.05529266,0,0,0,0.097006067,0,0.60393482,881.71612,0,2.718613794,6.008754421,0.261237487,20.55846295,0.1430191,0.00474765,0.812736889,10.91464228,67033.42468,0.02710925,3.728882014,1.961686738,5.342600402,13.22222505,0.28040337,0.172538508,1.33580347
249,7/7/2021,BN,167.82,4,EPIP,1.277331843,5.270674552,1.940199841,5.128841103,0.029350105,50.86477987,0.002045597,0.281498952,12.33752621,0.002011006,1.530398323,0.045786164,0.003413282,19.48637317,0.037489823,64.97120302,0.002612907,0.359567575,15.75911509,0.002568722,1.95482651,0.058484125,0.004359893,24.89056495,0.18090317,0,0.009138552,0,20.05529266,0,0,0,0.097006067,0,0.60393482,881.71612,0,2.718613794,6.008754421,0.261237487,20.55846295,0.1430191,0.00474765,0.812736889,10.91464228,67033.42468,0.02710925,3.728882014,1.961686738,5.342600402,13.22222505,0.28040337,0.172538508,1.33580347
341,7/7/2021,BN,167.82,4,FILA,59.19724939,122.3635012,,94.30473248,0.015066292,38.14785054,0.001114705,0.107151466,5.2892728,0.000813178,1.371032543,0.017665729,0.001308265,0.255122539,0.891883026,2258.247822,0.065987452,6.343072082,313.1104011,0.0481379,81.16135538,1.045762578,0.07744567,15.10255258,0.18090317,0,0.009138552,0,20.05529266,0,0,0,0.097006067,0,0.60393482,881.71612,0,2.718613794,6.008754421,0.261237487,20.55846295,0.1430191,0.00474765,0.812736889,10.91464228,67033.42468,0.02710925,3.728882014,1.961686738,5.342600402,13.22222505,0.28040337,0.172538508,1.33580347
37,7/7/2021,BN,167.82,3,EPIL,,,8.630144987,10.30477613,0.031568228,57.26832994,0.003117363,0.344322811,13.64562118,0.000110372,1.13938391,0.055868126,0.000828989,4.192973523,,,,,,,,,,,0.18090317,0,0.009138552,0,20.05529266,0,0,0,0.097006067,0,0.60393482,881.71612,0,2.718613794,6.008754421,0.261237487,20.55846295,0.1430191,0.00474765,0.812736889,10.91464228,67033.42468,0.02710925,3.728882014,1.961686738,5.342600402,13.22222505,0.28040337,0.172538508,1.33580347
