,SAMPLING_DATE,SITE,SITE_DISTANCE,FIELD.REP,SAMPLE_DESCRIPTOR,OM.AREA.g.m2,ASH.AREA.g.m2,PHICOCYANIN.MG.M2,TOTAL.MG.M2.RITCHIE,As,Car,Cd,Cu,Fer.1,Mo,P,Pb,Se,Znr,As.1,Car.1,Cd.1,Cu.1,Fer.1.1,Mo.1,P.1,Pb.1,Se.1,Znr.1,SS.As,SS.Ca,SS.Cd,SS.Cu,SS.Fe,SS.Mo,SS.P,SS.Pb,SS.Se,SS.Zn,CL.As,CL.Ca,CL.Cd,CL.Cu,CL.Fe,CL.Mo,CL.P,CL.Pb,CL.Se,CL.Zn,TD.As,TD.Ca,TD.Cd,TD.Cu,TD.Fe,TD.Mo,TD.P,TD.Pb,TD.Se,TD.Zn
102,8/3/2021,WS,0,5,EPIL,4.349358769,14.77846636,6.089102277,11.1042492,0.012539185,88.9184953,0.001567398,0.420062696,11.29467085,0.004702194,2.032915361,0.051724138,0.010207745,31.95924765,0.054537414,386.7384372,0.006817177,1.82700337,49.12457569,0.02045153,8.84187825,0.224966833,0.044397147,139.002234,0.663124803,0,0.010595826,2.203704861,67.32064824,0,3.285515717,0.261722347,0.054470387,0,1.130293376,4810.97037,0.001322438,0.700780876,12.5584758,1.57184926,0,0.060637743,0.016870654,0.935763958,8.848734901,57413.05548,0.013941476,1.837303104,0.651213381,10.50665564,11.01422492,0.031955533,0.097385696,2.933762188
101,8/3/2021,WS,0,4,EPIL,2.623645451,5.041514789,4.06819377,6.871878917,0.019005848,93.52339181,0.004385965,0.485380117,11.30847953,0.00877193,1.475146199,0.051169591,0.00952126,30.55555556,0.049864607,245.3722215,0.011507217,1.273465336,29.66944088,0.023014434,3.870260614,0.134250864,0.024980409,80.16694434,0.663124803,0,0.010595826,2.203704861,67.32064824,0,3.285515717,0.261722347,0.054470387,0,1.130293376,4810.97037,0.001322438,0.700780876,12.5584758,1.57184926,0,0.060637743,0.016870654,0.935763958,8.848734901,57413.05548,0.013941476,1.837303104,0.651213381,10.50665564,11.01422492,0.031955533,0.097385696,2.933762188
100,8/3/2021,WS,0,3,EPIL,20.62437868,53.70931948,27.41323666,8.014694569,0.04556543,104.8963234,0.004791776,0.255009584,5.930475693,0.011761631,1.529883255,0.021345182,0.010890399,1.911482837,0.939758673,2163.421496,0.098827394,5.259414218,122.3123764,0.242576331,31.55289159,0.440231118,0.224607713,39.42314587,0.663124803,0,0.010595826,2.203704861,67.32064824,0,3.285515717,0.261722347,0.054470387,0,1.130293376,4810.97037,0.001322438,0.700780876,12.5584758,1.57184926,0,0.060637743,0.016870654,0.935763958,8.848734901,57413.05548,0.013941476,1.837303104,0.651213381,10.50665564,11.01422492,0.031955533,0.097385696,2.933762188
268,8/3/2021,WS,0,3,EPIP,0.421490279,0.740677091,0.748042941,1.879653862,0.003353023,106.9945355,0.004098361,0.25273224,7.482240437,0.013661202,1.740437158,0.025956284,0.020491803,29.94535519,0.001413267,45.09715663,0.001727419,0.106524183,3.153691609,0.005758064,0.733577344,0.010940321,0.008637096,12.62167611,0.663124803,0,0.010595826,2.203704861,67.32064824,0,3.285515717,0.261722347,0.054470387,0,1.130293376,4810.97037,0.001322438,0.700780876,12.5584758,1.57184926,0,0.060637743,0.016870654,0.935763958,8.848734901,57413.05548,0.013941476,1.837303104,0.651213381,10.50665564,11.01422492,0.031955533,0.097385696,2.933762188
362,8/3/2021,WS,0,3,FILA,12.11054611,107.7673145,,43.27704085,,,,,,,,,,,,,,,,,,,,,0.663124803,0,0.010595826,2.203704861,67.32064824,0,3.285515717,0.261722347,0.054470387,0,1.130293376,4810.97037,0.001322438,0.700780876,12.5584758,1.57184926,0,0.060637743,0.016870654,0.935763958,8.848734901,57413.05548,0.013941476,1.837303104,0.651213381,10.50665564,11.01422492,0.031955533,0.097385696,2.933762188
99,8/3/2021,WS,0,2,EPIL,5.098804729,12.31733727,8.82265088,14.26994803,0.032685512,90.98939929,0.002650177,0.511484099,13.09187279,0.005300353,1.435512367,0.053886926,0.005753129,18.44522968,0.166657045,463.9371794,0.013512733,2.607957542,66.7529029,0.027025467,7.319397248,0.274758912,0.029334079,94.04862433,0.663124803,0,0.010595826,2.203704861,67.32064824,0,3.285515717,0.261722347,0.054470387,0,1.130293376,4810.97037,0.001322438,0.700780876,12.5584758,1.57184926,0,0.060637743,0.016870654,0.935763958,8.848734901,57413.05548,0.013941476,1.837303104,0.651213381,10.50665564,11.01422492,0.031955533,0.097385696,2.933762188
361,8/3/2021,WS,0,2,FILA,2.989512518,38.39945272,,14.64169396,,,,,,,,,,,,,,,,,,,,,0.663124803,0,0.010595826,2.203704861,67.32064824,0,3.285515717,0.261722347,0.054470387,0,1.130293376,4810.97037,0.001322438,0.700780876,12.5584758,1.57184926,0,0.060637743,0.016870654,0.935763958,8.848734901,57413.05548,0.013941476,1.837303104,0.651213381,10.50665564,11.01422492,0.031955533,0.097385696,2.933762188
98,8/3/2021,WS,0,1,EPIL,8.245074742,27.80198983,6.721746909,21.59590498,0.03968254,58.9010989,0.002442002,0.57020757,13.08913309,0.002442002,1.543956044,0.06959707,0.003975911,11.11111111,0.327185506,485.6439628,0.020134493,4.701404035,107.9208806,0.020134493,12.73003298,0.573833041,0.03278168,91.61194158,0.663124803,0,0.010595826,2.203704861,67.32064824,0,3.285515717,0.261722347,0.054470387,0,1.130293376,4810.97037,0.001322438,0.700780876,12.5584758,1.57184926,0,0.060637743,0.016870654,0.935763958,8.848734901,57413.05548,0.013941476,1.837303104,0.651213381,10.50665564,11.01422492,0.031955533,0.097385696,2.933762188
267,8/3/2021,WS,0,1,EPIP,0.32269436,0.98211327,0.508594372,1.365092199,,,,,,,,,,,,,,,,,,,,,0.663124803,0,0.010595826,2.203704861,67.32064824,0,3.285515717,0.261722347,0.054470387,0,1.130293376,4810.97037,0.001322438,0.700780876,12.5584758,1.57184926,0,0.060637743,0.016870654,0.935763958,8.848734901,57413.05548,0.013941476,1.837303104,0.651213381,10.50665564,11.01422492,0.031955533,0.097385696,2.933762188
360,8/3/2021,WS,0,1,FILA,26.44682596,65.76686858,,46.53251057,0.019366516,13.91855204,0.000361991,0.127330317,7.07239819,0.000995475,0.519909502,0.013167421,0.001312217,0.146470588,0.512182874,368.1015233,0.009573512,3.367482726,187.0424841,0.026327157,13.74995612,0.348236487,0.03470398,3.873682155,0.663124803,0,0.010595826,2.203704861,67.32064824,0,3.285515717,0.261722347,0.054470387,0,1.130293376,4810.97037,0.001322438,0.700780876,12.5584758,1.57184926,0,0.060637743,0.016870654,0.935763958,8.848734901,57413.05548,0.013941476,1.837303104,0.651213381,10.50665564,11.01422492,0.031955533,0.097385696,2.933762188
150,8/17/2021,BG,144.32,7,EPIL,15.63898465,91.79017695,30.98473834,68.53032486,0.001400921,117.1232877,0.002283105,0.259703196,10.46803653,0.001712329,0.868150685,0.0456621,0.003717204,11.44977169,0.021908975,1831.689298,0.035705444,4.061494301,163.7094626,0.026779083,13.57699524,0.714108888,0.058133297,179.0628037,0,0,0.015574824,2.59273945,111.7103754,0,0,0.55107043,0.077314846,0.910902459,1.04286808,3217.02324,0.007398702,2.161954667,7.054034081,0.397276713,0,0.10583965,0.072654029,1.093440242,10.09626239,79151.42972,0.016622257,2.523033816,0.989594709,5.108686349,40.16955685,0.111473762,0.182449708,1.992987403
285,8/17/2021,BG,144.32,7,EPIP,12.67978383,92.91493048,10.01229404,4.430776836,0.017331023,50.84488735,0.002166378,0.372833622,13.92114385,0.001083189,0.814991334,0.051343154,0.001410863,6.390814558,0.219753619,644.7021804,0.027469202,4.727449734,176.5170947,0.013734601,10.33391394,0.651020097,0.017889432,81.03414709,0,0,0.015574824,2.59273945,111.7103754,0,0,0.55107043,0.077314846,0.910902459,1.04286808,3217.02324,0.007398702,2.161954667,7.054034081,0.397276713,0,0.10583965,0.072654029,1.093440242,10.09626239,79151.42972,0.016622257,2.523033816,0.989594709,5.108686349,40.16955685,0.111473762,0.182449708,1.992987403
384,8/17/2021,BG,144.32,7,FILA,28.14274634,67.37053949,,87.53125164,0.013931034,51.06206897,0.001241379,0.194896552,8.282758621,0.001034483,1.060689655,0.024482759,0.001448276,0.352758621,0.39205757,1437.026854,0.034935823,5.484924218,233.0995749,0.029113186,29.85071991,0.689012066,0.04075846,9.927596381,0,0,0.015574824,2.59273945,111.7103754,0,0,0.55107043,0.077314846,0.910902459,1.04286808,3217.02324,0.007398702,2.161954667,7.054034081,0.397276713,0,0.10583965,0.072654029,1.093440242,10.09626239,79151.42972,0.016622257,2.523033816,0.989594709,5.108686349,40.16955685,0.111473762,0.182449708,1.992987403
149,8/17/2021,BG,144.32,6,EPIL,11.45798816,58.40066412,21.5831083,42.90728361,0.0076937,106.4446054,0.001629254,0.178131789,7.273714699,0.001357712,0.738233164,0.027516293,0.00307748,1.562273715,0.088154326,1219.641028,0.018667975,2.041031924,83.34213691,0.015556646,8.458666857,0.315281354,0.03526173,17.90051373,0,0,0.015574824,2.59273945,111.7103754,0,0,0.55107043,0.077314846,0.910902459,1.04286808,3217.02324,0.007398702,2.161954667,7.054034081,0.397276713,0,0.10583965,0.072654029,1.093440242,10.09626239,79151.42972,0.016622257,2.523033816,0.989594709,5.108686349,40.16955685,0.111473762,0.182449708,1.992987403
284,8/17/2021,BG,144.32,6,EPIP,2.689119669,13.73789396,4.559811613,7.906850716,0.00086423,11.75704225,0.000352113,0.064788732,2.634507042,0.000704225,0.273943662,0.009507042,0.002293148,7.661971831,0.002324018,31.61609357,0.000946873,0.174224655,7.084504705,0.001893746,0.73666729,0.025565574,0.006166551,20.60395915,0,0,0.015574824,2.59273945,111.7103754,0,0,0.55107043,0.077314846,0.910902459,1.04286808,3217.02324,0.007398702,2.161954667,7.054034081,0.397276713,0,0.10583965,0.072654029,1.093440242,10.09626239,79151.42972,0.016622257,2.523033816,0.989594709,5.108686349,40.16955685,0.111473762,0.182449708,1.992987403
383,8/17/2021,BG,144.32,6,FILA,24.26621557,46.95370804,,82.56330584,0.009932968,73.00426569,0.001218769,0.165447898,7.056672761,0.001096892,0.854357099,0.023765996,0.002315661,0.314259598,0.241035536,1771.537249,0.029574912,4.014794349,171.2387424,0.026617421,20.73201355,0.576710791,0.056192333,7.625891145,0,0,0.015574824,2.59273945,111.7103754,0,0,0.55107043,0.077314846,0.910902459,1.04286808,3217.02324,0.007398702,2.161954667,7.054034081,0.397276713,0,0.10583965,0.072654029,1.093440242,10.09626239,79151.42972,0.016622257,2.523033816,0.989594709,5.108686349,40.16955685,0.111473762,0.182449708,1.992987403
283,8/17/2021,BG,144.32,5,EPIP,29.00040186,183.9883986,29.67069417,121.029574,0.023493976,43.35341365,0.002409639,0.381325301,13.72289157,0.002811245,0.781325301,0.051606426,0.004618474,3.993975904,0.681334742,1257.266418,0.069880486,11.05858697,397.9693701,0.081527234,22.65874772,1.496607084,0.133937599,115.8269062,0,0,0.015574824,2.59273945,111.7103754,0,0,0.55107043,0.077314846,0.910902459,1.04286808,3217.02324,0.007398702,2.161954667,7.054034081,0.397276713,0,0.10583965,0.072654029,1.093440242,10.09626239,79151.42972,0.016622257,2.523033816,0.989594709,5.108686349,40.16955685,0.111473762,0.182449708,1.992987403
382,8/17/2021,BG,144.32,5,FILA,103.7676628,148.7451606,,256.1166429,0.010382603,47.0323741,0.001226292,0.15557554,5.484793983,0.000899281,1.132275997,0.020356442,0.0029431,0.291366906,1.077378448,4880.439536,0.127249423,16.14371013,569.1442526,0.093316244,117.4936339,2.112340422,0.305398615,30.2344629,0,0,0.015574824,2.59273945,111.7103754,0,0,0.55107043,0.077314846,0.910902459,1.04286808,3217.02324,0.007398702,2.161954667,7.054034081,0.397276713,0,0.10583965,0.072654029,1.093440242,10.09626239,79151.42972,0.016622257,2.523033816,0.989594709,5.108686349,40.16955685,0.111473762,0.182449708,1.992987403
148,8/17/2021,BG,144.32,4,EPIL_F,23.51342855,116.8714792,36.70320977,67.37811491,0.002123194,100.2595156,0.002595156,0.290657439,11.4532872,0.001730104,1.153979239,0.045847751,0.005633686,17.17128028,0.049923581,2357.444956,0.061021008,6.834352935,269.3060502,0.040680672,27.13400838,1.078037814,0.132467283,403.7556719,0,0,0.015574824,2.59273945,111.7103754,0,0,0.55107043,0.077314846,0.910902459,1.04286808,3217.02324,0.007398702,2.161954667,7.054034081,0.397276713,0,0.10583965,0.072654029,1.093440242,10.09626239,79151.42972,0.016622257,2.523033816,0.989594709,5.108686349,40.16955685,0.111473762,0.182449708,1.992987403
282,8/17/2021,BG,144.32,4,EPIP,19.25877356,146.339554,20.3098686,43.54973717,0.015423032,54.65628672,0.002056404,0.303760282,12.01233843,0.001028202,0.827115159,0.045240893,0.003819036,2.749706228,0.297028676,1052.61305,0.039603823,5.850050488,231.3429057,0.019801912,15.92922355,0.871284115,0.073549958,52.9559696,0,0,0.015574824,2.59273945,111.7103754,0,0,0.55107043,0.077314846,0.910902459,1.04286808,3217.02324,0.007398702,2.161954667,7.054034081,0.397276713,0,0.10583965,0.072654029,1.093440242,10.09626239,79151.42972,0.016622257,2.523033816,0.989594709,5.108686349,40.16955685,0.111473762,0.182449708,1.992987403
381,8/17/2021,BG,144.32,4,FILA,49.54304655,178.166591,,211.0186902,0.008263812,97.67039194,0.001259248,0.168817881,7.95687077,0.001337951,0.927121045,0.024712734,0.002754604,0.342908862,0.409414441,4838.888774,0.062386962,8.363752153,394.2076189,0.066286148,45.9324011,1.224344138,0.13647148,16.98874971,0,0,0.015574824,2.59273945,111.7103754,0,0,0.55107043,0.077314846,0.910902459,1.04286808,3217.02324,0.007398702,2.161954667,7.054034081,0.397276713,0,0.10583965,0.072654029,1.093440242,10.09626239,79151.42972,0.016622257,2.523033816,0.989594709,5.108686349,40.16955685,0.111473762,0.182449708,1.992987403
147,8/17/2021,BG,144.32,3,EPIL_F,15.88334379,78.69474875,19.40655823,42.12744326,0.014586071,81.1826544,0.001971091,0.269645204,10.42706965,0.001182654,0.814191853,0.039159001,0.003679369,2.390275953,0.23167558,1289.45201,0.031307511,4.282867471,165.6167319,0.018784506,12.93208911,0.62197588,0.058440687,37.96557471,0,0,0.015574824,2.59273945,111.7103754,0,0,0.55107043,0.077314846,0.910902459,1.04286808,3217.02324,0.007398702,2.161954667,7.054034081,0.397276713,0,0.10583965,0.072654029,1.093440242,10.09626239,79151.42972,0.016622257,2.523033816,0.989594709,5.108686349,40.16955685,0.111473762,0.182449708,1.992987403
281,8/17/2021,BG,144.32,3,EPIP,23.10304551,165.6123578,27.51694315,88.83749521,0.009101251,55.40386803,0.002275313,0.333333333,12.94084187,0.001137656,0.949374289,0.050056883,0.003704517,10.54607509,0.210266626,1279.998085,0.052566656,7.70101517,298.9728586,0.026283328,21.9334374,1.156466442,0.085585633,243.6464526,0,0,0.015574824,2.59273945,111.7103754,0,0,0.55107043,0.077314846,0.910902459,1.04286808,3217.02324,0.007398702,2.161954667,7.054034081,0.397276713,0,0.10583965,0.072654029,1.093440242,10.09626239,79151.42972,0.016622257,2.523033816,0.989594709,5.108686349,40.16955685,0.111473762,0.182449708,1.992987403
380,8/17/2021,BG,144.32,3,FILA,109.2928766,238.619216,,203.9654677,0.011889132,100.0729395,0.001604668,0.225455872,9.28519329,0.001458789,1.115973742,0.029321663,0.002261123,0.426039387,1.299397439,10937.25942,0.175378795,24.64072076,1014.805484,0.159435269,121.9679805,3.204648898,0.247124666,46.56307018,0,0,0.015574824,2.59273945,111.7103754,0,0,0.55107043,0.077314846,0.910902459,1.04286808,3217.02324,0.007398702,2.161954667,7.054034081,0.397276713,0,0.10583965,0.072654029,1.093440242,10.09626239,79151.42972,0.016622257,2.523033816,0.989594709,5.108686349,40.16955685,0.111473762,0.182449708,1.992987403
146,8/17/2021,BG,144.32,2,EPIL,9.470377966,-13.10068952,23.7232968,39.15418071,0.008752117,92.94184077,0.001976285,0.243929983,10.36702428,0.001411632,0.902597403,0.038396386,0.005081875,5.338791643,0.08288586,880.1943609,0.018716162,2.310109137,98.17963831,0.013368687,8.547938554,0.36362829,0.048127274,50.56037474,0,0,0.015574824,2.59273945,111.7103754,0,0,0.55107043,0.077314846,0.910902459,1.04286808,3217.02324,0.007398702,2.161954667,7.054034081,0.397276713,0,0.10583965,0.072654029,1.093440242,10.09626239,79151.42972,0.016622257,2.523033816,0.989594709,5.108686349,40.16955685,0.111473762,0.182449708,1.992987403
280,8/17/2021,BG,144.32,2,EPIP,7.721280998,51.61706746,9.843113335,15.29906077,0.014019851,59.36724566,0.001612903,0.255334988,10.74069479,0.000992556,0.796774194,0.037344913,0.003722084,2.369727047,0.10825121,458.3911858,0.012453679,1.971513188,82.93192258,0.007663802,6.15211744,0.288350568,0.028739259,18.29732842,0,0,0.015574824,2.59273945,111.7103754,0,0,0.55107043,0.077314846,0.910902459,1.04286808,3217.02324,0.007398702,2.161954667,7.054034081,0.397276713,0,0.10583965,0.072654029,1.093440242,10.09626239,79151.42972,0.016622257,2.523033816,0.989594709,5.108686349,40.16955685,0.111473762,0.182449708,1.992987403
379,8/17/2021,BG,144.32,2,FILA,9.222266324,42.80729132,,37.95232922,0.012389713,99.77473249,0.001407922,0.192697578,10.77529566,0.001595645,1.490519992,0.028158438,0.00384832,0.404824479,0.114261231,920.1491555,0.012984231,1.777108388,99.37264633,0.014715462,13.74597233,0.259684616,0.035490231,3.73339916,0,0,0.015574824,2.59273945,111.7103754,0,0,0.55107043,0.077314846,0.910902459,1.04286808,3217.02324,0.007398702,2.161954667,7.054034081,0.397276713,0,0.10583965,0.072654029,1.093440242,10.09626239,79151.42972,0.016622257,2.523033816,0.989594709,5.108686349,40.16955685,0.111473762,0.182449708,1.992987403
145,8/17/2021,BG,144.32,1,EPIL_F,26.30660546,177.2480617,19.65980315,28.82607383,0.020174944,58.1969526,0.002539503,0.367663657,13.29288939,0.001128668,0.860468397,0.052906321,0.004091422,2.655191874,0.530734281,1530.964271,0.066805714,9.671982764,349.6907966,0.029691428,22.63600264,1.391785701,0.107631428,69.84908504,0,0,0.015574824,2.59273945,111.7103754,0,0,0.55107043,0.077314846,0.910902459,1.04286808,3217.02324,0.007398702,2.161954667,7.054034081,0.397276713,0,0.10583965,0.072654029,1.093440242,10.09626239,79151.42972,0.016622257,2.523033816,0.989594709,5.108686349,40.16955685,0.111473762,0.182449708,1.992987403
279,8/17/2021,BG,144.32,1,EPIP,25.91492933,131.5681028,43.49358769,11.0038795,0.018578352,45.88045234,0.002423263,0.401050081,14.91114701,0.001211632,0.875201939,0.061793215,0.002630267,7.976575121,0.481456684,1188.98868,0.062798698,10.3931845,386.421321,0.031399349,22.68079639,1.601366796,0.068163188,206.7123806,0,0,0.015574824,2.59273945,111.7103754,0,0,0.55107043,0.077314846,0.910902459,1.04286808,3217.02324,0.007398702,2.161954667,7.054034081,0.397276713,0,0.10583965,0.072654029,1.093440242,10.09626239,79151.42972,0.016622257,2.523033816,0.989594709,5.108686349,40.16955685,0.111473762,0.182449708,1.992987403
378,8/17/2021,BG,144.32,1,FILA,64.54347564,360.5794958,,205.7980385,0.004075235,33.31392745,0.000626959,0.074742499,3.18450515,0.000492611,0.431168831,0.010076131,0.00143305,0.148634124,0.263029838,2150.196665,0.040466129,4.824140656,205.5390306,0.031794816,27.82913495,0.650348501,0.092494009,9.593362994,0,0,0.015574824,2.59273945,111.7103754,0,0,0.55107043,0.077314846,0.910902459,1.04286808,3217.02324,0.007398702,2.161954667,7.054034081,0.397276713,0,0.10583965,0.072654029,1.093440242,10.09626239,79151.42972,0.016622257,2.523033816,0.989594709,5.108686349,40.16955685,0.111473762,0.182449708,1.992987403
450,8/17/2021,BN,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,0.01765709,0,0.010712549,1.38934484,45.06381906,0,0,0.229955864,0.057120662,0,1.114843447,6957.7287,0.003135422,2.561508085,8.2904223,0.57463534,0,0.128855796,0.063883793,1.456387332,9.738721763,70772.656,0.006267292,2.031909183,0,4.126818531,36.03873297,0.118362847,0.171138475,1.760061281
132,8/17/2021,DL,44.9,5,EPIL,4.195026684,21.49951176,18.08298522,26.52740532,0.033988212,122.3575639,0.002750491,0.570137525,11.98035363,0.003143418,0.709823183,0.066011788,0.001279478,5.473477407,0.142581457,513.2932453,0.011538384,2.391742129,50.25790318,0.013186724,2.977727192,0.276921211,0.005367443,22.96138378,0.59253904,4150.41951,0.016906081,5.044863227,96.96448429,0,0,0,0,0,1.03952504,2534.22173,0.002095659,3.664965313,16.04782931,2.3018583,0,1.282316485,0,6.601871496,12.18524145,75134.91984,0.030997567,3.39182245,0,19.98145253,26.51571377,0.226445993,0.217214907,4.331936254
131,8/17/2021,DL,44.9,4,EPIL,9.712398736,47.19405019,15.80886686,36.99594808,0.025376685,123.5527359,0.002379064,0.530531324,11.62569389,0.002775575,0.749008723,0.063838224,0.002582292,11.81998414,0.246468485,1199.993436,0.02310642,5.152731764,112.9133747,0.026957491,7.274671377,0.620022283,0.025080254,114.800399,0.59253904,4150.41951,0.016906081,5.044863227,96.96448429,0,0,0,0,0,1.03952504,2534.22173,0.002095659,3.664965313,16.04782931,2.3018583,0,1.282316485,0,6.601871496,12.18524145,75134.91984,0.030997567,3.39182245,0,19.98145253,26.51571377,0.226445993,0.217214907,4.331936254
130,8/17/2021,DL,44.9,3,EPIL,9.470377966,67.22214582,4.522105479,9.771343333,0.038456482,100.841441,0.002695241,0.524257165,10.6100447,0.002103602,0.76518538,0.054102025,0.00190639,1.986589535,0.364197417,955.0065606,0.025524947,4.964913508,100.4811336,0.01992191,7.246594762,0.512366623,0.018054231,18.81375376,0.59253904,4150.41951,0.016906081,5.044863227,96.96448429,0,0,0,0,0,1.03952504,2534.22173,0.002095659,3.664965313,16.04782931,2.3018583,0,1.282316485,0,6.601871496,12.18524145,75134.91984,0.030997567,3.39182245,0,19.98145253,26.51571377,0.226445993,0.217214907,4.331936254
129,8/17/2021,DL,44.9,2,EPIL,9.94681982,50.89860483,32.84391383,42.39723601,0.002484223,93.41093117,0.001012146,0.4048583,8.581983806,0.004048583,0.883603239,0.044534413,0.006591641,33.74493927,0.024710123,929.1417016,0.010067631,4.027052559,85.36344661,0.040270526,8.789042209,0.442975781,0.065565867,335.6548308,0.59253904,4150.41951,0.016906081,5.044863227,96.96448429,0,0,0,0,0,1.03952504,2534.22173,0.002095659,3.664965313,16.04782931,2.3018583,0,1.282316485,0,6.601871496,12.18524145,75134.91984,0.030997567,3.39182245,0,19.98145253,26.51571377,0.226445993,0.217214907,4.331936254
128,8/17/2021,DL,44.9,1,EPIL,5.143233663,15.62378528,11.810029,9.920090532,0.008581863,360.1398601,0.003496503,1.458041958,31.37412587,0.013986014,3.881118881,0.160839161,0.022771124,130.7692308,0.044138526,1852.283452,0.017983334,7.499050481,161.3644603,0.071933338,19.96150128,0.827233386,0.117117212,672.5767098,0.59253904,4150.41951,0.016906081,5.044863227,96.96448429,0,0,0,0,0,1.03952504,2534.22173,0.002095659,3.664965313,16.04782931,2.3018583,0,1.282316485,0,6.601871496,12.18524145,75134.91984,0.030997567,3.39182245,0,19.98145253,26.51571377,0.226445993,0.217214907,4.331936254
144,8/17/2021,GC,89.22,7,EPIL_F,9.513637717,27.34016276,32.40178749,40.90252667,0.005222155,128.4042553,0.00212766,0.29787234,12.01702128,0.004255319,2.525531915,0.046808511,0.013856471,74.31914894,0.04968169,1221.591566,0.020241782,2.833849533,114.3255869,0.040483565,24.02699568,0.445319212,0.131825448,707.0454584,0.41638528,217.36906,0.038254291,4.767276668,125.4414948,1.86093602,0,0.503977902,0.020229403,1.995379996,0.865248899,4287.5851,0.003338405,3.277283195,12.91718481,1.3415456,1.31913373,0.163224239,0.056985544,1.583349297,9.576340401,63519.75024,0.013785912,2.782137937,0,10.41337887,36.22341502,0.056156678,0.138896973,1.205649936
278,8/17/2021,GC,89.22,7,EPIP,4.714143698,20.28765413,13.94881448,20.92890647,0.004495262,66.97802198,0.000724818,0.289377289,12.03296703,0.003663004,2.320512821,0.042124542,0.011927732,62.67399267,0.021191309,315.7440202,0.003416896,1.364166125,56.72513571,0.017267926,10.93923089,0.198581145,0.056229041,295.4542076,0.41638528,217.36906,0.038254291,4.767276668,125.4414948,1.86093602,0,0.503977902,0.020229403,1.995379996,0.865248899,4287.5851,0.003338405,3.277283195,12.91718481,1.3415456,1.31913373,0.163224239,0.056985544,1.583349297,9.576340401,63519.75024,0.013785912,2.782137937,0,10.41337887,36.22341502,0.056156678,0.138896973,1.205649936
377,8/17/2021,GC,89.22,7,FILA,108.811184,318.9116476,,329.0551103,0.01110688,22.18837268,0.000571211,0.102183295,7.806549886,0.00088855,0.997080477,0.011614623,0.000952018,0.310802234,1.208552755,2414.343103,0.062154142,11.11868534,849.439936,0.09668422,108.4935073,1.26380088,0.103590236,33.81875908,0.41638528,217.36906,0.038254291,4.767276668,125.4414948,1.86093602,0,0.503977902,0.020229403,1.995379996,0.865248899,4287.5851,0.003338405,3.277283195,12.91718481,1.3415456,1.31913373,0.163224239,0.056985544,1.583349297,9.576340401,63519.75024,0.013785912,2.782137937,0,10.41337887,36.22341502,0.056156678,0.138896973,1.205649936
143,8/17/2021,GC,89.22,6,EPIL,8.73262383,14.85680158,26.41335182,20.09483463,0.0044464,122.5181159,0.00071694,0.15942029,8.054347826,0.003623188,1.336956522,0.028985507,0.011798082,69.90942029,0.038828739,1069.904619,0.006260764,1.392157422,70.33558976,0.031639941,11.67513838,0.253119531,0.103028216,610.4926696,0.41638528,217.36906,0.038254291,4.767276668,125.4414948,1.86093602,0,0.503977902,0.020229403,1.995379996,0.865248899,4287.5851,0.003338405,3.277283195,12.91718481,1.3415456,1.31913373,0.163224239,0.056985544,1.583349297,9.576340401,63519.75024,0.013785912,2.782137937,0,10.41337887,36.22341502,0.056156678,0.138896973,1.205649936
277,8/17/2021,GC,89.22,6,EPIP,3.739045523,6.383736258,9.165221342,5.731112309,0.059917355,339.0495868,0.010330579,1.896694215,74.7107438,0.008264463,5.904958678,0.27892562,0.013455664,65.97107438,0.224033719,1267.72184,0.038626503,7.091826013,279.3468721,0.030901203,22.07890931,1.04291559,0.050311341,246.6688503,0.41638528,217.36906,0.038254291,4.767276668,125.4414948,1.86093602,0,0.503977902,0.020229403,1.995379996,0.865248899,4287.5851,0.003338405,3.277283195,12.91718481,1.3415456,1.31913373,0.163224239,0.056985544,1.583349297,9.576340401,63519.75024,0.013785912,2.782137937,0,10.41337887,36.22341502,0.056156678,0.138896973,1.205649936
376,8/17/2021,GC,89.22,6,FILA,107.6248161,760.9707586,,176.5375413,0.017686804,25.78497615,0.00049682,0.127285374,10.96979332,0.001093005,1.03636725,0.015600159,0.001788553,0.244236884,1.903539076,2775.103317,0.053470199,13.69906493,1180.621989,0.117634437,111.5388347,1.678964242,0.192492716,26.28594972,0.41638528,217.36906,0.038254291,4.767276668,125.4414948,1.86093602,0,0.503977902,0.020229403,1.995379996,0.865248899,4287.5851,0.003338405,3.277283195,12.91718481,1.3415456,1.31913373,0.163224239,0.056985544,1.583349297,9.576340401,63519.75024,0.013785912,2.782137937,0,10.41337887,36.22341502,0.056156678,0.138896973,1.205649936
142,8/17/2021,GC,89.22,5,EPIL_F,7.955117491,30.81029631,20.05826053,34.09542522,0.002378307,121.7054264,0.001937984,0.307170543,10.79457364,0.002906977,1.735465116,0.043604651,0.006310602,31.30813953,0.018919711,968.180966,0.015416894,2.443577756,85.8721016,0.023125342,13.8058289,0.346880123,0.050201582,249.0599284,0.41638528,217.36906,0.038254291,4.767276668,125.4414948,1.86093602,0,0.503977902,0.020229403,1.995379996,0.865248899,4287.5851,0.003338405,3.277283195,12.91718481,1.3415456,1.31913373,0.163224239,0.056985544,1.583349297,9.576340401,63519.75024,0.013785912,2.782137937,0,10.41337887,36.22341502,0.056156678,0.138896973,1.205649936
