"","Group.1","Group.2","Group.3","...1","SAMPLING_DATE","SITE","SITE_DISTANCE","FIELD.REP","OM.AREA.g.m2","ASH.AREA.g.m2","PHICOCYANIN.MG.M2","TOTAL.MG.M2.RITCHIE","As","Car","Cd","Cu","Fer.1","Mo","P","Pb","Se","Znr","As.1","Car.1","Cd.1","Cu.1","Fer.1.1","Mo.1","P.1","Pb.1","Se.1","Znr.1","SS.As","SS.Ca","SS.Cd","SS.Cu","SS.Fe","SS.Mo","SS.P","SS.Pb","SS.Se","SS.Zn","CL.As","CL.Ca","CL.Cd","CL.Cu","CL.Fe","CL.Mo","CL.P","CL.Pb","CL.Se","CL.Zn","TD.As","TD.Ca","TD.Cd","TD.Cu","TD.Fe","TD.Mo","TD.P","TD.Pb","TD.Se","TD.Zn"
"55",2021-10-13,"GR","EPIP",307.5,2021-10-13,NA,64.82,3,12.0250416525,-2.414946379,6.169542031,22.398459835,0.008220089,102.70136974,0.0009883505,0.3244288715,8.859062598,0.002064962,1.3026699285,0.0449131375,0.0035057385,17.243539205,0.0738637905,1126.96306685,0.008383009,3.7569947365,106.900171175,0.0230379735,14.8697803735,0.578404546,0.047720533,241.617073585,0.184,0,0.006,1.692,17.098,0.064,7.724,0,0,0,0.116,288.41,0,1.064,7.632,0.19,0,0.153,0.01,1.294,3.605125,39150.78925,0.01075,1.30375,1.0335,8.4965,3.64625,0.048125,0.07775,3.7265
"56",2021-07-20,"WS","EPIP",257,2021-07-20,NA,0,3,0.253879621,0.290625356,0.781247723,3.689081835,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.757629206,0,0.00317037,0,31.76178814,0,9.09879554,0.014305426,0.072655864,0.270903985,0.645684894,8223.55937,0,1.202532038,11.61750136,1.19677257,0,0.049162646,0,0.162571949,8.88733589,58615.53802,0.014509873,0.721895123,0.17418896,15.96962088,15.52164909,0,0.121439748,1.320689638
"57",2021-08-03,"WS","EPIP",267.5,2021-08-03,NA,0,2,0.3720923195,0.8613951805,0.6283186565,1.6223730305,0.003353023,106.9945355,0.004098361,0.25273224,7.482240437,0.013661202,1.740437158,0.025956284,0.020491803,29.94535519,0.001413267,45.09715663,0.001727419,0.106524183,3.153691609,0.005758064,0.733577344,0.010940321,0.008637096,12.62167611,0.663124803,0,0.010595826,2.203704861,67.32064824,0,3.285515717,0.261722347,0.054470387,0,1.130293376,4810.97037,0.001322438,0.700780876,12.5584758,1.57184926,0,0.060637743,0.016870654,0.935763958,8.848734901,57413.05548,0.013941476,1.837303104,0.651213381,10.50665564,11.01422492,0.031955533,0.097385696,2.933762188
"58",2021-08-17,"WS","EPIP",274,2021-08-17,NA,0,1,1.800540996,5.869295974,NA,NA,0.007598784,44.04255319,0.000759878,0.298632219,10.63069909,0.006079027,1.745440729,0.034194529,0.00494874,25.60030395,0.013681922,79.30042259,0.001368192,0.537699553,19.14100952,0.010945538,3.14273759,0.061568651,0.008910409,46.09439677,0,0,0.015288286,1.335036118,46.66929136,3.68583283,31.88985112,0.159266794,0,0,1.32392265,0,0,0.717088583,11.05336999,2.99136217,0,0.029239088,0.016559747,0.468486441,13.56157566,82385.31655,0.017035811,1.502711073,0.345911742,40.10387302,49.95267664,0.027104356,0.139960376,1.625581853
"59",2021-06-22,"BG","FILA",321.833333333333,2021-06-22,NA,144.32,3,63.0524631068333,253.185609493,NA,195.4521514935,0.00968241016666667,5.677852475,0.000681496333333333,0.0955675783333333,4.98363250816667,0.000527140666666667,0.710474498666667,0.0163160408333333,0.0007714605,0.177110488166667,0.707395518833333,406.7393974145,0.0501221471666667,7.06112903666667,346.351970758833,0.038136792,52.6666073906667,1.18902631016667,0.0588927555,12.7957289088333,0,8990.40899,0.045233406,9.060885975,113.1290427,0,0.20034842,0.558931915,0,4.842007325,1.683716107,2522.48087,0.006485673,3.068370851,13.95698066,0.173285847,5.05947351,0.121010542,0.052046837,1.834717865,9.172424893,59987.40641,0.026171449,4.727889424,0.505353738,5.551614795,49.57596445,0.159131928,0.138278275,1.034473371
"60",2021-07-07,"BG","FILA",336,2021-07-07,NA,144.32,3,81.068691023,308.30607594,NA,179.623980898,0.02337084075,21.637313855,0.0016918745,0.26909460275,8.9281104835,0.00038655125,1.23266037325,0.033393162,0.000915798,0.412010679,1.698150565,1064.273656625,0.1121755895,18.5047393165,602.7054147325,0.0254728265,76.87432970975,2.282175619,0.04309613175,27.82432731625,0,0,0.00213602,0,86.15782326,0,0,0,0.0449806,0.538254793,0.68904764,4007.23361,0.007543351,4.970435756,13.54439479,1.74052514,22.24116052,0.480851152,0.02473745,1.794807484,11.22955237,68361.02235,0.029951625,3.169342167,0.468402153,4.983118962,18.96716008,0.260427849,0.171800112,1.601204624
"61",2021-07-20,"BG","FILA",348,2021-07-20,NA,144.32,3,103.489591164,444.51443942,NA,346.98946556,0.0204895704,50.617498072,0.0016711294,0.2426706806,9.058249456,0.0008848834,0.8643480478,0.02952625,0.001098224,0.3786470422,2.1296311966,5207.280961,0.173571726,25.191839192,938.1216561,0.0915308938,89.648328692,3.0582024122,0.113920121,39.228458318,0,174.9294,0.00917479,1.80467912,92.85836173,0,14.70286344,0.132250895,0.059276935,1.092147208,0.327538218,1118.76442,0.006185326,2.872381502,6.060850252,0.323091356,0,0.20401446,0.000649966,1.441872973,9.454963187,61975.28148,0.01395713,2.098447906,1.182137522,4.045008719,10.65524212,0.078228959,0.197482593,2.113026904
"62",2021-08-03,"BG","FILA",367,2021-08-03,NA,144.32,2.33333333333333,9.24862763966667,13.73888604,NA,28.2007580433333,0.014487027,64.5819208366667,0.001360188,0.164871742666667,7.038841493,0.001061241,1.24595073733333,0.022133468,0.00385506533333333,0.313852251,0.137114349,562.716942366667,0.012676391,1.520725949,65.05752725,0.00934899766666667,11.5714421773333,0.209900600666667,0.0345255496666667,2.910297758,0.40947153,0,0.049326295,5.665336619,197.1272269,0,15.60632446,1.067916052,0.072992572,5.918455443,0.70943419,3248.89706,0.003544503,2.354127035,8.387833653,0.298858435,0,0.161388126,0,2.950259788,11.36566092,80828.99095,0.016145485,2.680097726,0.415757602,4.114875393,21.01052613,0.130812572,0.225844386,1.939694899
"63",2021-08-17,"BG","FILA",381,2021-08-17,NA,144.32,4,55.5397556891429,154.748857464286,NA,154.992246571429,0.0101234995714286,71.7043857342857,0.00122646242857143,0.168233402857143,7.432298605,0.00113080742857143,1.00172948014286,0.0229820232857143,0.002429162,0.325827425285714,0.542367786142857,3847.92823621429,0.0689966107142857,9.32130723628571,383.915335675714,0.0601826494285714,53.9359794628571,1.24529849028571,0.130561399142857,17.8095046385714,0,0,0.015574824,2.59273945,111.7103754,0,0,0.55107043,0.077314846,0.910902459,1.04286808,3217.02324,0.007398702,2.161954667,7.054034081,0.397276713,0,0.10583965,0.072654029,1.093440242,10.09626239,79151.42972,0.016622257,2.523033816,0.989594709,5.108686349,40.16955685,0.111473762,0.182449708,1.992987403
"64",2021-09-22,"BG","FILA",409,2021-09-22,NA,144.32,3,8.69186686,36.88151375,NA,47.27273719,0.005361233,78.44055798,0.000988965,0.100197793,5.093691443,0.00130127,1.048823652,0.014418072,0.002758692,0.236831147,0.04659912,681.7948864,0.008595954,0.870905877,44.27368785,0.011310466,9.116235542,0.125319963,0.023978188,2.0585048,0.682013009,0,0.019420042,2.488774618,95.86829993,0,13.20644973,0.42035241,0.094139832,0.273647105,4.436061193,34274.09814,0.009602128,2.595777299,7.636057572,2.715559142,3.085017165,0.182998827,0.095902489,2.778720344,4.209,33636.098,0.01,1.221,0,2.46,3.64,0.057,0.072,0.858
"65",2021-06-22,"BN","FILA",356.571428571429,2021-06-22,NA,167.82,2.57142857142857,61.576212624,467.570391178,NA,147.402957896,0.0138099114285714,9.58989376885714,0.00114312657142857,0.133216277571429,7.12120259942857,0.000869009285714286,1.707292581,0.0243557107142857,0.00100011642857143,0.321662533285714,0.8616033742,514.9157919,0.0701718884,8.7838721982,479.538269278,0.0482319312,61.61752395,1.6326429022,0.0738242966,20.7335703582,0.06883021,740.47786,0.010537553,2.174019893,106.4023859,0,4.25071557,0.609927803,0,1.837748069,1.366403952,3588.69184,0.010263112,3.833532783,13.73085983,0.481409562,5.1106651,0.12484624,0.046191292,2.899229651,9.129827418,58558.30561,0.02445536,4.674474444,0.534254592,5.04339323,49.37642433,0.164101274,0.124652609,1.177282331
