Sample.Id,Element,Concentration
7_06_21_UF_1,Se80_Oshift,0.086868687
7_06_21_UF_1,Se..82..82.82..ppb.,0.57979798
7_06_21_UF_1,Se82_Oshift,0.094949495
7_06_21_UF_1,Mo_NH3,25.44444444
7_06_21_UF_1,Mo_Oshift,25.25252525
7_06_21_UF_1,Cd111,0.010636193
7_06_21_UF_1,Cd114,0.022222222
7_06_21_UF_1,Pb_STD,0.071230072
7_06_21_UF_1,Pb_NH3,0.078026292
7_06_21_UF_6,Na,20216.56566
7_06_21_UF_6,Mg,12885.67071
7_06_21_UF_6,Al,2.315151515
7_06_21_UF_6,P,29.10505051
7_06_21_UF_6,S,28845.47273
7_06_21_UF_6,K,3787.745455
7_06_21_UF_6,Ca,63942.02626
7_06_21_UF_6,V,1.777777778
7_06_21_UF_6,Cr_KED,0.131313131
7_06_21_UF_6,Cr_NH3,0.129292929
7_06_21_UF_6,Fe_NH3,1.218874063
7_06_21_UF_6,Mn,36.34949495
7_06_21_UF_6,Fe_KED,1.364188275
7_06_21_UF_6,Co,0.065677402
7_06_21_UF_6,Ni,0.432323232
7_06_21_UF_6,Cu_KED,3.117171717
7_06_21_UF_6,Cu_NH3,3.185858586
7_06_21_UF_6,Zn,2.680808081
7_06_21_UF_6,As_STD,12.87272727
7_06_21_UF_6,As_KED,11.31111111
7_06_21_UF_6,As_Oshift,11.4040404
7_06_21_UF_6,Se..77..77.77..ppb.,0.433699895
7_06_21_UF_6,Se77_Oshift,0.055646451
7_06_21_UF_6,Se78_Oshift,0.151515152
7_06_21_UF_6,Se80_Oshift,0.151515152
7_06_21_UF_6,Se..82..82.82..ppb.,0.868686869
7_06_21_UF_6,Se82_Oshift,0.105050505
7_06_21_UF_6,Mo_NH3,13.1030303
7_06_21_UF_6,Mo_Oshift,12.25858586
7_06_21_UF_6,Cd111,0.032323232
7_06_21_UF_6,Cd114,0.034343434
7_06_21_UF_6,Pb_STD,0.234343434
7_06_21_UF_6,Pb_NH3,0.228282828
7_06_21_UF_8,Na,22504.10707
7_06_21_UF_8,Mg,14323.60202
7_06_21_UF_8,Al,2.315151515
7_06_21_UF_8,P,21.99191919
7_06_21_UF_8,S,24940.06667
7_06_21_UF_8,K,3996.018182
7_06_21_UF_8,Ca,64542.17778
7_06_21_UF_8,V,2.325252525
7_06_21_UF_8,Cr_KED,1.573737374
7_06_21_UF_8,Cr_NH3,1.482828283
7_06_21_UF_8,Fe_NH3,13.5959596
7_06_21_UF_8,Mn,44.33333333
7_06_21_UF_8,Fe_KED,14.9030303
7_06_21_UF_8,Co,0.065677402
7_06_21_UF_8,Ni,0.458585859
7_06_21_UF_8,Cu_KED,3.997979798
7_06_21_UF_8,Cu_NH3,3.929292929
7_06_21_UF_8,Zn,2.688888889
7_06_21_UF_8,As_STD,13.56565657
7_06_21_UF_8,As_KED,12.8020202
7_06_21_UF_8,As_Oshift,13.4969697
7_06_21_UF_8,Se..77..77.77..ppb.,0.433699895
7_06_21_UF_8,Se77_Oshift,0.129292929
7_06_21_UF_8,Se78_Oshift,0.16969697
7_06_21_UF_8,Se80_Oshift,0.145454545
7_06_21_UF_8,Se..82..82.82..ppb.,0.856565657
7_06_21_UF_8,Se82_Oshift,0.127272727
7_06_21_UF_8,Mo_NH3,10.08686869
7_06_21_UF_8,Mo_Oshift,9.842424242
7_06_21_UF_8,Cd111,0.036363636
7_06_21_UF_8,Cd114,0.036363636
7_06_21_UF_8,Pb_STD,0.071230072
7_06_21_UF_8,Pb_NH3,0.078026292
7_06_21_UF_9,Na,17462.72929
7_06_21_UF_9,Mg,13171.35152
7_06_21_UF_9,Al,1.818181818
7_06_21_UF_9,P,23.98989899
7_06_21_UF_9,S,19037.08687
7_06_21_UF_9,K,3390.410101
7_06_21_UF_9,Ca,57561.88889
7_06_21_UF_9,V,1.951515152
7_06_21_UF_9,Cr_KED,0.131313131
7_06_21_UF_9,Cr_NH3,0.125252525
7_06_21_UF_9,Fe_NH3,1.218874063
7_06_21_UF_9,Mn,18.98383838
7_06_21_UF_9,Fe_KED,1.364188275
7_06_21_UF_9,Co,0.065677402
7_06_21_UF_9,Ni,0.333333333
7_06_21_UF_9,Cu_KED,3.042424242
7_06_21_UF_9,Cu_NH3,2.951515152
7_06_21_UF_9,Zn,1.664646465
7_06_21_UF_9,As_STD,10.18181818
7_06_21_UF_9,As_KED,9.307070707
7_06_21_UF_9,As_Oshift,10.18989899
7_06_21_UF_9,Se..77..77.77..ppb.,0.433699895
7_06_21_UF_9,Se77_Oshift,0.055646451
7_06_21_UF_9,Se78_Oshift,0.143434343
7_06_21_UF_9,Se80_Oshift,0.139393939
7_06_21_UF_9,Se..82..82.82..ppb.,0.703030303
7_06_21_UF_9,Se82_Oshift,0.058585859
7_06_21_UF_9,Mo_NH3,6.414141414
7_06_21_UF_9,Mo_Oshift,6.202020202
7_06_21_UF_9,Cd111,0.026262626
7_06_21_UF_9,Cd114,0.026262626
7_06_21_UF_9,Pb_STD,0.357575758
7_06_21_UF_9,Pb_NH3,0.387878788
7_06_21_UF_10,Na,16744.12323
7_06_21_UF_10,Mg,16564.44646
7_06_21_UF_10,Al,2.404040404
7_06_21_UF_10,P,9.928065902
7_06_21_UF_10,S,27672.14545
7_06_21_UF_10,K,3926.220202
7_06_21_UF_10,Ca,68361.02222
7_06_21_UF_10,V,2.137373737
7_06_21_UF_10,Cr_KED,0.111111111
7_06_21_UF_10,Cr_NH3,0.105050505
7_06_21_UF_10,Fe_NH3,1.218874063
7_06_21_UF_10,Mn,11.45454545
7_06_21_UF_10,Fe_KED,1.364188275
7_06_21_UF_10,Co,0.065677402
7_06_21_UF_10,Ni,0.361616162
7_06_21_UF_10,Cu_KED,3.153535354
7_06_21_UF_10,Cu_NH3,3.16969697
7_06_21_UF_10,Zn,1.602020202
7_06_21_UF_10,As_STD,11.11313131
7_06_21_UF_10,As_KED,9.8
7_06_21_UF_10,As_Oshift,11.23030303
7_06_21_UF_10,Se..77..77.77..ppb.,0.433699895
7_06_21_UF_10,Se77_Oshift,0.157575758
7_06_21_UF_10,Se78_Oshift,0.177777778
7_06_21_UF_10,Se80_Oshift,0.171717172
7_06_21_UF_10,Se..82..82.82..ppb.,0.836363636
7_06_21_UF_10,Se82_Oshift,0.15959596
7_06_21_UF_10,Mo_NH3,4.983838384
7_06_21_UF_10,Mo_Oshift,5.066666667
7_06_21_UF_10,Cd111,0.03030303
7_06_21_UF_10,Cd114,0.03030303
7_06_21_UF_10,Pb_STD,0.232323232
7_06_21_UF_10,Pb_NH3,0.260606061
7_06_21_UF_11,Na,16048.53535
7_06_21_UF_11,Mg,16479.36566
7_06_21_UF_11,Al,2.428282828
7_06_21_UF_11,P,9.928065902
7_06_21_UF_11,S,28163.91111
7_06_21_UF_11,K,3877.694949
7_06_21_UF_11,Ca,67033.42424
7_06_21_UF_11,V,2.048484848
7_06_21_UF_11,Cr_KED,0.141414141
7_06_21_UF_11,Cr_NH3,0.135353535
7_06_21_UF_11,Fe_NH3,1.218874063
7_06_21_UF_11,Mn,3.531313131
7_06_21_UF_11,Fe_KED,1.364188275
7_06_21_UF_11,Co,0.065677402
7_06_21_UF_11,Ni,0.337373737
7_06_21_UF_11,Cu_KED,3.698989899
7_06_21_UF_11,Cu_NH3,3.729292929
7_06_21_UF_11,Zn,1.335353535
7_06_21_UF_11,As_STD,12.47272727
7_06_21_UF_11,As_KED,9.422222222
7_06_21_UF_11,As_Oshift,10.91515152
7_06_21_UF_11,Se..77..77.77..ppb.,0.909090909
7_06_21_UF_11,Se77_Oshift,0.055646451
7_06_21_UF_11,Se78_Oshift,0.129292929
7_06_21_UF_11,Se80_Oshift,0.171717172
7_06_21_UF_11,Se..82..82.82..ppb.,0.797979798
7_06_21_UF_11,Se82_Oshift,0.208080808
7_06_21_UF_11,Mo_NH3,5.343434343
7_06_21_UF_11,Mo_Oshift,5.212121212
7_06_21_UF_11,Cd111,0.026262626
7_06_21_UF_11,Cd114,0.026262626
7_06_21_UF_11,Pb_STD,0.305050505
7_06_21_UF_11,Pb_NH3,0.280808081
7_06_21_F_1,Na,14536.91313
7_06_21_F_1,Mg,11191.99394
7_06_21_F_1,Al,13.38585859
7_06_21_F_1,P,30.26060606
7_06_21_F_1,S,38442.18586
7_06_21_F_1,K,3443.838384
7_06_21_F_1,Ca,62200.23232
7_06_21_F_1,V,0.812121212
7_06_21_F_1,Cr_KED,0.16969697
7_06_21_F_1,Cr_NH3,0.197979798
7_06_21_F_1,Fe_NH3,16.14343434
7_06_21_F_1,Mn,42.19393939
7_06_21_F_1,Fe_KED,16.53737374
7_06_21_F_1,Co,0.065677402
7_06_21_F_1,Ni,0.822222222
7_06_21_F_1,Cu_KED,2.363636364
7_06_21_F_1,Cu_NH3,2.426262626
7_06_21_F_1,Zn,1.793939394
7_06_21_F_1,As_STD,10.24444444
7_06_21_F_1,As_KED,9.367676768
7_06_21_F_1,As_Oshift,10.46464646
7_06_21_F_1,Se..77..77.77..ppb.,0.433699895
7_06_21_F_1,Se77_Oshift,0.055646451
7_06_21_F_1,Se78_Oshift,0.137373737
7_06_21_F_1,Se80_Oshift,0.113131313
7_06_21_F_1,Se..82..82.82..ppb.,0.622222222
7_06_21_F_1,Se82_Oshift,0.076767677
7_06_21_F_1,Mo_NH3,24.84444444
7_06_21_F_1,Mo_Oshift,24.44646465
7_06_21_F_1,Cd111,0.010636193
7_06_21_F_1,Cd114,0.024242424
7_06_21_F_1,Pb_STD,0.071230072
7_06_21_F_1,Pb_NH3,0.078026292
7_06_21_F_6,Na,17224.21212
7_06_21_F_6,Mg,12379.28485
7_06_21_F_6,Al,8.486868687
7_06_21_F_6,P,9.928065902
7_06_21_F_6,S,27726.18586
7_06_21_F_6,K,3590.783838
7_06_21_F_6,Ca,63398.33131
7_06_21_F_6,V,1.664646465
7_06_21_F_6,Cr_KED,0.107070707
7_06_21_F_6,Cr_NH3,0.127272727
7_06_21_F_6,Fe_NH3,14.81212121
7_06_21_F_6,Mn,40.30909091
7_06_21_F_6,Fe_KED,14.68080808
7_06_21_F_6,Co,0.065677402
7_06_21_F_6,Ni,0.448484848
7_06_21_F_6,Cu_KED,6.307070707
7_06_21_F_6,Cu_NH3,6.517171717
7_06_21_F_6,Zn,8.03030303
7_06_21_F_6,As_STD,12.94747475
7_06_21_F_6,As_KED,11.20606061
7_06_21_F_6,As_Oshift,12.78585859
7_06_21_F_6,Se..77..77.77..ppb.,0.433699895
7_06_21_F_6,Se77_Oshift,0.055646451
7_06_21_F_6,Se78_Oshift,0.208080808
7_06_21_F_6,Se80_Oshift,0.157575758
7_06_21_F_6,Se..82..82.82..ppb.,0.824242424
7_06_21_F_6,Se82_Oshift,0.113131313
7_06_21_F_6,Mo_NH3,14.29292929
7_06_21_F_6,Mo_Oshift,13.93535354
7_06_21_F_6,Cd111,0.036363636
7_06_21_F_6,Cd114,0.038383838
7_06_21_F_6,Pb_STD,0.535353535
7_06_21_F_6,Pb_NH3,0.509090909
7_06_21_F_8,Na,19443.14545
7_06_21_F_8,Mg,13835.56162
7_06_21_F_8,Al,10.24242424
7_06_21_F_8,P,40.51111111
7_06_21_F_8,S,24749.43232
7_06_21_F_8,K,3900.353535
7_06_21_F_8,Ca,62357.06061
7_06_21_F_8,V,2.276767677
7_06_21_F_8,Cr_KED,0.113131313
7_06_21_F_8,Cr_NH3,0.121212121
7_06_21_F_8,Fe_NH3,17.68080808
7_06_21_F_8,Mn,45.98383838
7_06_21_F_8,Fe_KED,18.32525253
7_06_21_F_8,Co,0.065677402
7_06_21_F_8,Ni,0.37979798
7_06_21_F_8,Cu_KED,7.349494949
7_06_21_F_8,Cu_NH3,7.654545455
7_06_21_F_8,Zn,4.581818182
7_06_21_F_8,As_STD,14.03838384
7_06_21_F_8,As_KED,12.96969697
7_06_21_F_8,As_Oshift,13.98989899
7_06_21_F_8,Se..77..77.77..ppb.,0.433699895
7_06_21_F_8,Se77_Oshift,0.055646451
7_06_21_F_8,Se78_Oshift,0.185858586
7_06_21_F_8,Se80_Oshift,0.175757576
7_06_21_F_8,Se..82..82.82..ppb.,0.735353535
7_06_21_F_8,Se82_Oshift,0.119191919
7_06_21_F_8,Mo_NH3,10.58787879
7_06_21_F_8,Mo_Oshift,10.18989899
7_06_21_F_8,Cd111,0.042424242
7_06_21_F_8,Cd114,0.04040404
7_06_21_F_8,Pb_STD,0.652525253
7_06_21_F_8,Pb_NH3,0.705050505
7_06_21_F_9,Na,15231.44646
7_06_21_F_9,Mg,12700.97576
7_06_21_F_9,Al,19.49292929
7_06_21_F_9,P,40.91313131
7_06_21_F_9,S,19959.76364
7_06_21_F_9,K,3226.678788
7_06_21_F_9,Ca,60380.45859
7_06_21_F_9,V,1.987878788
7_06_21_F_9,Cr_KED,0.125252525
7_06_21_F_9,Cr_NH3,0.125252525
7_06_21_F_9,Fe_NH3,14.73737374
7_06_21_F_9,Mn,20.57979798
7_06_21_F_9,Fe_KED,15.55555556
7_06_21_F_9,Co,0.065677402
7_06_21_F_9,Ni,0.408080808
7_06_21_F_9,Cu_KED,6.654545455
7_06_21_F_9,Cu_NH3,6.418181818
7_06_21_F_9,Zn,3.042424242
7_06_21_F_9,As_STD,11.06868687
7_06_21_F_9,As_KED,10.03838384
7_06_21_F_9,As_Oshift,10.92323232
7_06_21_F_9,Se..77..77.77..ppb.,0.433699895
7_06_21_F_9,Se77_Oshift,0.151515152
7_06_21_F_9,Se78_Oshift,0.141414141
7_06_21_F_9,Se80_Oshift,0.135353535
7_06_21_F_9,Se..82..82.82..ppb.,0.55959596
7_06_21_F_9,Se82_Oshift,0.111111111
7_06_21_F_9,Mo_NH3,6.995959596
7_06_21_F_9,Mo_Oshift,6.634343434
7_06_21_F_9,Cd111,0.032323232
7_06_21_F_9,Cd114,0.034343434
7_06_21_F_9,Pb_STD,1.129292929
7_06_21_F_9,Pb_NH3,1.193939394
7_06_21_F_10,Na,14976.88283
7_06_21_F_10,Mg,16923.11111
7_06_21_F_10,Al,11.61414141
7_06_21_F_10,P,41.20808081
7_06_21_F_10,S,28916.53939
7_06_21_F_10,K,4029.393939
7_06_21_F_10,Ca,72368.25657
7_06_21_F_10,V,2.02020202
7_06_21_F_10,Cr_KED,0.123232323
7_06_21_F_10,Cr_NH3,0.2
7_06_21_F_10,Fe_NH3,14.01212121
7_06_21_F_10,Mn,13.02626263
7_06_21_F_10,Fe_KED,11.94747475
7_06_21_F_10,Co,0.065677402
7_06_21_F_10,Ni,0.424242424
7_06_21_F_10,Cu_KED,6.535353535
7_06_21_F_10,Cu_NH3,8.139393939
7_06_21_F_10,Zn,3.395959596
7_06_21_F_10,As_STD,11.94141414
7_06_21_F_10,As_KED,11.11919192
7_06_21_F_10,As_Oshift,11.91919192
7_06_21_F_10,Se..77..77.77..ppb.,0.433699895
7_06_21_F_10,Se77_Oshift,0.193939394
7_06_21_F_10,Se78_Oshift,0.16969697
7_06_21_F_10,Se80_Oshift,0.195959596
7_06_21_F_10,Se..82..82.82..ppb.,0.923232323
7_06_21_F_10,Se82_Oshift,0.151515152
7_06_21_F_10,Mo_NH3,6.723232323
7_06_21_F_10,Mo_Oshift,5.288888889
7_06_21_F_10,Cd111,0.038383838
7_06_21_F_10,Cd114,0.032323232
7_06_21_F_10,Pb_STD,0.694949495
7_06_21_F_10,Pb_NH3,0.741414141
7_06_21_F_11 ,Na,14425.59394
7_06_21_F_11 ,Mg,16983.94343
7_06_21_F_11 ,Al,8.321212121
7_06_21_F_11 ,P,33.77979798
7_06_21_F_11 ,S,29001.22828
7_06_21_F_11 ,K,3851.115152
7_06_21_F_11 ,Ca,67915.14141
7_06_21_F_11 ,V,2.02020202
7_06_21_F_11 ,Cr_KED,0.111111111
7_06_21_F_11 ,Cr_NH3,0.125252525
7_06_21_F_11 ,Fe_NH3,7.96969697
7_06_21_F_11 ,Mn,4.331313131
7_06_21_F_11 ,Fe_KED,8.725252525
7_06_21_F_11 ,Co,0.065677402
7_06_21_F_11 ,Ni,0.351515152
7_06_21_F_11 ,Cu_KED,6.448484848
7_06_21_F_11 ,Cu_NH3,6.448484848
7_06_21_F_11 ,Zn,2.149494949
7_06_21_F_11 ,As_STD,11.29090909
7_06_21_F_11 ,As_KED,10.48080808
7_06_21_F_11 ,As_Oshift,11.51919192
7_06_21_F_11 ,Se..77..77.77..ppb.,0.433699895
7_06_21_F_11 ,Se77_Oshift,0.145454545
7_06_21_F_11 ,Se78_Oshift,0.161616162
7_06_21_F_11 ,Se80_Oshift,0.177777778
7_06_21_F_11 ,Se..82..82.82..ppb.,0.812121212
7_06_21_F_11 ,Se82_Oshift,0.185858586
7_06_21_F_11 ,Mo_NH3,5.604040404
7_06_21_F_11 ,Mo_Oshift,5.375757576
7_06_21_F_11 ,Cd111,0.026262626
7_06_21_F_11 ,Cd114,0.03030303
7_06_21_F_11 ,Pb_STD,0.395959596
7_06_21_F_11 ,Pb_NH3,0.424242424
7_06_21_W_1,Na,11857.0202
7_06_21_W_1,Mg,12200.67677
7_06_21_W_1,Al,50.3030303
7_06_21_W_1,P,49.64032951
7_06_21_W_1,S,32776.25253
7_06_21_W_1,K,2929.272727
7_06_21_W_1,Ca,62923.38384
7_06_21_W_1,V,0.565432465
7_06_21_W_1,Cr_KED,0.262626263
7_06_21_W_1,Cr_NH3,0.11823354
7_06_21_W_1,Fe_NH3,43.55555556
7_06_21_W_1,Mn,33.62626263
7_06_21_W_1,Fe_KED,47.68686869
7_06_21_W_1,Co,0.32838701
7_06_21_W_1,Ni,0.656565657
7_06_21_W_1,Cu_KED,4.951587001
7_06_21_W_1,Cu_NH3,5.087890009
7_06_21_W_1,Zn,1.757575758
7_06_21_W_1,As_STD,11.5959596
7_06_21_W_1,As_KED,8.98989899
7_06_21_W_1,As_Oshift,10.29292929
7_06_21_W_1,Se..77..77.77..ppb.,2.168499474
7_06_21_W_1,Se77_Oshift,0.278232254
7_06_21_W_1,Se78_Oshift,0.089658949
7_06_21_W_1,Se80_Oshift,0.171717172
7_06_21_W_1,Se..82..82.82..ppb.,1.070707071
7_06_21_W_1,Se82_Oshift,0.112595629
7_06_21_W_1,Mo_NH3,17.1010101
7_06_21_W_1,Mo_Oshift,17.24242424
7_06_21_W_1,Cd111,0.053180963
7_06_21_W_1,Cd114,0.039323993
7_06_21_W_1,Pb_STD,0.356150362
7_06_21_W_1,Pb_NH3,0.390131458
7_06_21_W_6,Na,17515.45455
7_06_21_W_6,Mg,13007.36364
7_06_21_W_6,Al,116.6161616
7_06_21_W_6,P,49.64032951
7_06_21_W_6,S,24427.52525
7_06_21_W_6,K,3829.919192
7_06_21_W_6,Ca,65259.93939
7_06_21_W_6,V,1.818181818
7_06_21_W_6,Cr_KED,0.363636364
7_06_21_W_6,Cr_NH3,0.333333333
7_06_21_W_6,Fe_NH3,119.2828283
7_06_21_W_6,Mn,56.72727273
7_06_21_W_6,Fe_KED,121.7070707
7_06_21_W_6,Co,0.32838701
7_06_21_W_6,Ni,0.262626263
7_06_21_W_6,Cu_KED,12.51515152
7_06_21_W_6,Cu_NH3,12.02020202
7_06_21_W_6,Zn,5.696969697
7_06_21_W_6,As_STD,13.37373737
7_06_21_W_6,As_KED,10.51515152
7_06_21_W_6,As_Oshift,12.62626263
7_06_21_W_6,Se..77..77.77..ppb.,2.168499474
7_06_21_W_6,Se77_Oshift,0.278232254
7_06_21_W_6,Se78_Oshift,0.089658949
7_06_21_W_6,Se80_Oshift,0.353535354
7_06_21_W_6,Se..82..82.82..ppb.,1.454545455
7_06_21_W_6,Se82_Oshift,0.505050505
7_06_21_W_6,Mo_NH3,8.222222222
7_06_21_W_6,Mo_Oshift,7.929292929
7_06_21_W_6,Cd111,0.053180963
7_06_21_W_6,Cd114,0.039323993
7_06_21_W_6,Pb_STD,1.131313131
7_06_21_W_6,Pb_NH3,0.888888889
7_06_21_W_8,Na,20536.36364
7_06_21_W_8,Mg,13273.14141
7_06_21_W_8,Al,71.04040404
7_06_21_W_8,P,49.64032951
7_06_21_W_8,S,24738.31313
7_06_21_W_8,K,4245.444444
7_06_21_W_8,Ca,64011.09091
7_06_21_W_8,V,1.848484848
7_06_21_W_8,Cr_KED,0.353535354
7_06_21_W_8,Cr_NH3,0.393939394
7_06_21_W_8,Fe_NH3,79.38383838
7_06_21_W_8,Mn,57.21212121
7_06_21_W_8,Fe_KED,85.78787879
7_06_21_W_8,Co,0.32838701
7_06_21_W_8,Ni,0.353535354
7_06_21_W_8,Cu_KED,4.951587001
7_06_21_W_8,Cu_NH3,5.087890009
7_06_21_W_8,Zn,3.868686869
7_06_21_W_8,As_STD,14.3030303
7_06_21_W_8,As_KED,9.929292929
7_06_21_W_8,As_Oshift,12.76767677
7_06_21_W_8,Se..77..77.77..ppb.,2.168499474
7_06_21_W_8,Se77_Oshift,0.278232254
7_06_21_W_8,Se78_Oshift,0.282828283
7_06_21_W_8,Se80_Oshift,0.272727273
7_06_21_W_8,Se..82..82.82..ppb.,1.95959596
7_06_21_W_8,Se82_Oshift,0.323232323
7_06_21_W_8,Mo_NH3,7.808080808
7_06_21_W_8,Mo_Oshift,8.090909091
7_06_21_W_8,Cd111,0.053180963
7_06_21_W_8,Cd114,0.039323993
7_06_21_W_8,Pb_STD,0.356150362
7_06_21_W_8,Pb_NH3,0.390131458
7_06_21_W_9,Na,12858.49495
7_06_21_W_9,Mg,11487.76768
7_06_21_W_9,Al,93.18181818
7_06_21_W_9,P,49.64032951
7_06_21_W_9,S,16365.92929
7_06_21_W_9,K,2941.737374
7_06_21_W_9,Ca,49754.12121
7_06_21_W_9,V,1.494949495
7_06_21_W_9,Cr_KED,0.282828283
7_06_21_W_9,Cr_NH3,0.373737374
7_06_21_W_9,Fe_NH3,88.63636364
7_06_21_W_9,Mn,38.62626263
7_06_21_W_9,Fe_KED,89.32323232
7_06_21_W_9,Co,0.32838701
7_06_21_W_9,Ni,0.343434343
7_06_21_W_9,Cu_KED,4.951587001
7_06_21_W_9,Cu_NH3,5.087890009
7_06_21_W_9,Zn,3.767676768
7_06_21_W_9,As_STD,9.909090909
7_06_21_W_9,As_KED,7.656565657
7_06_21_W_9,As_Oshift,9.222222222
7_06_21_W_9,Se..77..77.77..ppb.,2.168499474
7_06_21_W_9,Se77_Oshift,0.278232254
7_06_21_W_9,Se78_Oshift,0.089658949
7_06_21_W_9,Se80_Oshift,0.171717172
7_06_21_W_9,Se..82..82.82..ppb.,0.481429161
7_06_21_W_9,Se82_Oshift,0.232323232
7_06_21_W_9,Mo_NH3,4.929292929
7_06_21_W_9,Mo_Oshift,5.04040404
7_06_21_W_9,Cd111,0.053180963
7_06_21_W_9,Cd114,0.039323993
7_06_21_W_9,Pb_STD,0.356150362
7_06_21_W_9,Pb_NH3,0.390131458
7_06_21_W_10,Na,13113.31313
7_06_21_W_10,Mg,15756.30303
7_06_21_W_10,Al,114.3434343
7_06_21_W_10,P,49.64032951
7_06_21_W_10,S,25375.74747
7_06_21_W_10,K,3838.828283
7_06_21_W_10,Ca,63268.9798
7_06_21_W_10,V,1.686868687
7_06_21_W_10,Cr_KED,1.050505051
7_06_21_W_10,Cr_NH3,1.02020202
7_06_21_W_10,Fe_NH3,100.1010101
7_06_21_W_10,Mn,47.5959596
7_06_21_W_10,Fe_KED,97.22222222
7_06_21_W_10,Co,0.32838701
7_06_21_W_10,Ni,0.393939394
7_06_21_W_10,Cu_KED,4.951587001
7_06_21_W_10,Cu_NH3,5.087890009
7_06_21_W_10,Zn,4.646464646
7_06_21_W_10,As_STD,10.91919192
7_06_21_W_10,As_KED,6.98989899
7_06_21_W_10,As_Oshift,9.777777778
7_06_21_W_10,Se..77..77.77..ppb.,2.168499474
7_06_21_W_10,Se77_Oshift,0.278232254
7_06_21_W_10,Se78_Oshift,0.202020202
7_06_21_W_10,Se80_Oshift,0.252525253
7_06_21_W_10,Se..82..82.82..ppb.,1.98989899
7_06_21_W_10,Se82_Oshift,0.272727273
7_06_21_W_10,Mo_NH3,4.191919192
7_06_21_W_10,Mo_Oshift,4.04040404
7_06_21_W_10,Cd111,0.053180963
7_06_21_W_10,Cd114,0.039323993
7_06_21_W_10,Pb_STD,0.356150362
7_06_21_W_10,Pb_NH3,0.390131458
7_06_21_W_11,Na,12897.37374
7_06_21_W_11,Mg,16971.11111
7_06_21_W_11,Al,34.64646465
7_06_21_W_11,P,49.64032951
7_06_21_W_11,S,28068.10101
7_06_21_W_11,K,3928.949495
7_06_21_W_11,Ca,64551.13131
7_06_21_W_11,V,1.313131313
7_06_21_W_11,Cr_KED,0.363636364
7_06_21_W_11,Cr_NH3,0.313131313
7_06_21_W_11,Fe_NH3,25.04040404
7_06_21_W_11,Mn,14.88888889
7_06_21_W_11,Fe_KED,25.39393939
7_06_21_W_11,Co,0.32838701
7_06_21_W_11,Ni,0.404040404
7_06_21_W_11,Cu_KED,4.951587001
7_06_21_W_11,Cu_NH3,5.087890009
7_06_21_W_11,Zn,1.242424242
7_06_21_W_11,As_STD,10.32323232
7_06_21_W_11,As_KED,7.333333333
7_06_21_W_11,As_Oshift,9.909090909
7_06_21_W_11,Se..77..77.77..ppb.,2.168499474
7_06_21_W_11,Se77_Oshift,0.278232254
7_06_21_W_11,Se78_Oshift,0.303030303
7_06_21_W_11,Se80_Oshift,0.252525253
7_06_21_W_11,Se..82..82.82..ppb.,0.481429161
7_06_21_W_11,Se82_Oshift,0.323232323
7_06_21_W_11,Mo_NH3,3.929292929
7_06_21_W_11,Mo_Oshift,4.04040404
7_06_21_W_11,Cd111,0.053180963
7_06_21_W_11,Cd114,0.039323993
7_06_21_W_11,Pb_STD,0.356150362
7_06_21_W_11,Pb_NH3,0.390131458
8_2_21_UF_1,Na,11116.5899
8_2_21_UF_1,Mg,11142.21414
8_2_21_UF_1,Al,3.086868687
8_2_21_UF_1,P,9.928065902
8_2_21_UF_1,S,24907.78182
8_2_21_UF_1,K,2461.634343
8_2_21_UF_1,Ca,57413.05455
8_2_21_UF_1,V,0.8
8_2_21_UF_1,Cr_KED,0.125252525
8_2_21_UF_1,Cr_NH3,0.119191919
8_2_21_UF_1,Fe_NH3,1.218874063
8_2_21_UF_1,Mn,30.68282828
8_2_21_UF_1,Fe_KED,1.364188275
8_2_21_UF_1,Co,0.065677402
8_2_21_UF_1,Ni,0.484848485
8_2_21_UF_1,Cu_KED,0.9903174
8_2_21_UF_1,Cu_NH3,1.017578002
8_2_21_UF_1,Zn,2.933333333
8_2_21_UF_1,As_STD,8.745454545
8_2_21_UF_1,As_KED,7.525252525
8_2_21_UF_1,As_Oshift,8.848484848
8_2_21_UF_1,Se..77..77.77..ppb.,0.433699895
8_2_21_UF_1,Se77_Oshift,0.055646451
8_2_21_UF_1,Se78_Oshift,0.101010101
8_2_21_UF_1,Se80_Oshift,0.096969697
8_2_21_UF_1,Se..82..82.82..ppb.,0.614141414
8_2_21_UF_1,Se82_Oshift,0.070707071
8_2_21_UF_1,Mo_NH3,10.50707071
8_2_21_UF_1,Mo_Oshift,10.6989899
8_2_21_UF_1,Cd111,0.010636193
8_2_21_UF_1,Cd114,0.007864799
8_2_21_UF_1,Pb_STD,0.071230072
8_2_21_UF_1,Pb_NH3,0.078026292
8_2_21_UF_6,Na,21562.75354
8_2_21_UF_6,Mg,14127.48687
8_2_21_UF_6,Al,0.906263092
8_2_21_UF_6,P,9.928065902
8_2_21_UF_6,S,24575.81414
8_2_21_UF_6,K,4233.341414
8_2_21_UF_6,Ca,70691.31717
8_2_21_UF_6,V,2.038383838
8_2_21_UF_6,Cr_KED,0.202020202
8_2_21_UF_6,Cr_NH3,0.181818182
8_2_21_UF_6,Fe_NH3,1.218874063
8_2_21_UF_6,Mn,27.82626263
8_2_21_UF_6,Fe_KED,1.364188275
8_2_21_UF_6,Co,0.065677402
